,fit_time,score_time,test_precision_macro,train_precision_macro,test_recall_macro,train_recall_macro,test_f1_macro,train_f1_macro,test_accuracy,train_accuracy
0,517.3402855396271,30.56672739982605,0.8303146476427579,1.0,0.5961505816870027,1.0,0.6359769209367874,1.0,0.92125,1.0
1,497.81294202804565,31.081153869628906,0.7925603973808986,1.0,0.5749627572641414,1.0,0.6054725576840885,1.0,0.91675,1.0
2,496.40719723701477,30.8875253200531,0.7954234972677596,1.0,0.5844932844932845,1.0,0.6186117467581999,1.0,0.918,1.0
3,492.81538581848145,31.09554409980774,0.7616337189452218,1.0,0.5649114774114774,1.0,0.5901726263392946,1.0,0.91425,1.0
4,512.4292023181915,30.65319323539734,0.7598905255662854,1.0,0.5713064713064713,1.0,0.599026407980078,1.0,0.9145,1.0
